nome completo,matrícula,data de entrada,salário
Austin Burke,833858214939,18/05/95,9002.51
Nicole Taylor,901509561778,20/04/94,5302.56
Jason Watson,127139458587,02/08/63,8974.33
Rhonda Diaz,946025246600,12/08/63,9486.88
Tammy Fischer,937083770677,18/02/94,4391.71
Sean Tran,371353395646,27/01/88,9518.06
Peter Anderson,803069397434,24/11/98,4257.08
Steven Peterson,460222524913,01/01/89,5381.12
Mr. Michael Frank,827525575742,18/07/80,4137.2
Stephanie Crawford,908703719450,28/02/59,9993.2
Regina Jenkins,339359208002,05/02/96,3743.51
Patricia Richardson,569808844469,27/08/90,8343.16
Tristan Gentry,52569052037,27/04/05,3451.39
Eric Howe,723728700842,24/01/94,4773.52
Philip Smith,972859495413,06/06/91,4935.11
Nicole Reynolds,329720455422,03/03/63,8798.5
Vicki Rhodes,433281995674,08/01/79,5983.08
Michael Thompson,995877753488,19/03/66,9629.8
Frederick Scott,561888749906,22/04/05,6016.32
Timothy Roy,181871594660,18/12/72,8536.18
Dr. Andrew Smith MD,356830245956,28/12/04,5018.94
Gregg Mclean,334071885474,05/08/66,9883.09
Kristi Martinez,807889107051,14/08/98,3269.81
Kristi Davis,518772070971,26/02/69,7834.66
Wayne Hatfield,870968757744,02/01/89,7823.02
Christina Mitchell,423271360002,24/03/90,5774.95
Andrew Hickman,583384521745,13/11/89,3103.21
Brian Jones,817217015446,19/12/75,9830.27
Robert Brown,98829456276,08/05/89,8516.5
Ashley Downs,167768467814,27/11/73,7681.67
Jessica Dixon,854557719836,05/12/65,4432.35
Tiffany Johnson,594105102493,08/04/59,9926.33
Aaron Holt,637244042420,10/12/76,7848.96
Judith Evans,908551470149,31/08/90,9568.87
Allison Higgins,569440957632,19/10/86,6118.02
Brian Hernandez,511763152800,12/08/77,6132.69
Patrick Boone,990159866510,12/11/85,3139.19
Stephen Clark,163905516460,05/01/03,9969.4
Tanner Hoover,527947071141,09/08/68,5680.06
Daniel Wright,355019510720,05/12/61,9667.0
Rebecca Wong,797814697656,04/12/02,8469.68
Steven May,758087872338,28/07/92,5896.53
Jordan Barker,283515944217,27/09/61,5693.56
Lisa Horton,825568218383,25/06/69,9410.92
Charles Wilson,340160225034,17/09/89,8196.19
Kendra Wilson,378494095479,01/01/05,6804.33
Briana Hicks,247981466444,05/06/91,7275.52
Vanessa Crawford,451243205138,15/01/68,7691.85
James Carter,938601804019,09/05/04,4104.94
Chelsea Brown,494629812482,30/03/58,7558.03
Brett Prince,636779545829,08/12/73,8762.32
Angel Eaton,420191954841,26/06/03,4058.87
Desiree Wells,605523680784,18/04/03,8594.97
Donna Sanchez,801435300189,08/08/87,7532.82
Kaitlin Robertson,65577858555,24/09/01,8288.0
Raymond White,522491393154,09/02/70,6481.48
Donna Wright,33548417360,31/10/64,9899.24
Julia Leblanc,329800567752,01/11/79,8170.28
Beth Lopez,343532503373,04/01/86,5347.23
Emily Hernandez,863009330028,14/05/01,8248.11
Victoria Mitchell,632640771571,01/02/78,7050.29
Alexandra Mckee,633983972499,25/08/74,3675.46
Sheryl Warner,947585923186,16/11/87,3885.68
Angela Andrews,811547820393,10/07/68,3713.2
Ryan Martinez,290919865309,14/01/00,7832.27
Brenda Wilson,89171453781,02/05/00,9158.98
Matthew Maxwell,736012700997,16/07/94,8463.41
Rachel Krueger,371930708162,27/01/04,7255.6
Kathleen Miller,349702275706,25/01/64,9273.69
Zachary Thomas,555141017889,14/02/94,7857.51
Stephanie Hudson,613170332277,30/05/80,7193.81
Timothy Medina,520014072098,12/10/95,9141.13
Stephanie Johnson,77578070838,28/04/69,4857.97
Sarah Jones,867371230664,27/01/02,9758.07
Heather Ramos,410638554691,20/03/61,3506.43
Maria Ortega,204764425987,02/03/83,3426.56
Manuel Anderson,303294287424,17/11/63,9457.87
Denise Lloyd,996025679903,06/10/88,6172.85
Deborah Howard,581600384347,02/01/67,3224.77
Larry Lewis,104631388154,25/05/61,4121.07
Mary Garcia,319311724008,04/08/62,8345.74
John Garcia,663069257270,17/04/90,8634.5
Mark Allen,574488385132,03/10/92,7155.53
Cheryl Paul,114278041067,08/08/96,8818.5
Robin Rios,792374593962,17/11/62,4156.43
Daniel Lopez,658186942591,04/09/73,8516.04
Laurie Matthews,762877656211,29/08/67,6182.28
Andrew Ramirez,830995238110,29/09/90,6243.24
Daniel King,628586546529,10/12/94,4904.07
Janet Shaffer,804932055621,24/06/02,7607.76
John Mays,911182488364,26/09/03,9005.53
Sharon Campbell,798211974972,15/07/79,6657.37
Nicholas Berg,632968589855,11/10/04,3698.52
Andrew Rogers,275707124508,12/02/59,3653.89
Rachel Fischer,79978369657,30/05/68,5971.57
Deanna Gregory,647557705743,13/09/84,9169.23
George Perez,502535366777,11/01/88,7916.48
Kendra Lawson,553462063895,25/10/69,3757.7
Amanda Jackson,694646534179,22/05/72,5026.08
Terry Higgins,859111614878,14/03/65,8524.15
Melissa Ferguson,80710387683,28/05/69,5066.85
Henry Snyder,934191092666,28/08/77,3212.81
Christopher Miranda,454626607184,10/01/67,6628.52
Michael Bell,849490973360,29/12/63,5131.98
Amanda Hall,427891190511,17/02/88,5637.16
Michael Poole,567001602346,12/05/03,5584.34
Sharon Smith,146882195251,28/01/66,7301.82
Deborah Kennedy,193885944235,01/03/62,4992.7
Bill Campbell Jr.,835058464665,22/08/69,3731.03
Kelly Smith,78215185558,31/05/03,3378.13
Alexander Carter,357173692706,03/06/60,6851.09
Jessica Carr DDS,476143087668,27/07/04,9789.98
Diana Schmidt,471791695806,25/07/87,8385.8
Thomas Sanders,440619086241,02/05/92,7211.39
Nathan Spencer,221974069006,22/01/78,3273.66
Amanda Haynes,33568599247,27/04/83,8567.3
Angelica Espinoza,828577625332,06/05/77,3249.4
Jake Wyatt,934261743937,22/12/03,8692.53
Alexander Ramos,775150000568,02/01/02,7173.93
Dean Hester,800038786855,29/09/65,7495.31
Matthew Douglas,110987842913,26/09/80,3672.43
Jacqueline Thompson,99161500960,22/08/94,8398.92
Stacy Johns,761295489979,04/04/64,8832.67
Steve Brennan,804106007134,03/09/68,5639.9
William Jackson,294638576031,04/01/85,4093.14
Keith Riddle,881281885869,17/03/97,8569.08
Samantha Anderson,923630107071,19/04/86,4306.26
Natalie Stewart,24519123498,28/05/84,7328.71
Amanda Austin,75835055575,01/02/86,9871.64
Brittany Russell,771980136110,17/01/83,5181.55
William Ellis,511332482265,17/06/89,5157.36
Christian Johnson DVM,457835454764,07/08/83,5339.6
Nancy Brown,691260388240,18/12/01,4105.05
Dorothy Rivera,455408415549,10/12/87,9858.94
Evelyn Mccoy,984409935219,17/07/58,8440.05
Benjamin Sanchez,810462383799,10/01/76,4848.35
Jordan Williams,596024940178,20/06/66,9451.47
Teresa Moran PhD,372765677894,17/11/96,3710.03
Brandon Bishop,239689744983,22/07/94,4341.11
Jacob Williams,22676477428,01/10/83,4026.9
Margaret Clark,688152131513,25/05/03,7027.24
Patricia Wright,561896372921,14/06/59,5234.06
Vanessa Davis,687301921860,22/10/99,4097.09
Todd Garza,818478177385,11/07/65,7263.02
Eugene Johnson,324565169121,22/10/65,4583.39
Lisa Patterson,521322666621,23/08/85,7666.64
Becky Ramirez,283937840467,26/11/98,9834.52
Matthew Torres,606417902548,19/02/74,7225.93
Sara Sanchez,23820252085,05/10/96,6289.7
David Walker,148894952935,14/10/65,4844.14
Nichole Holland,299729251160,17/01/61,4556.36
Betty Sandoval,733338100136,03/03/58,8762.0
Denise Arnold,938703286221,11/03/73,9176.17
Charles Patterson,509706970977,03/08/70,9061.71
Bailey Klein MD,488433695297,21/04/87,5088.98
Kimberly Fitzgerald,567329142958,21/09/71,9290.93
Debra Perez,906564314791,28/08/00,5916.76
George Villa,993268501658,19/05/94,9616.28
Jesse Mclaughlin,746682625721,20/09/72,5579.28
Lori Ellison,964160508365,16/06/72,9741.44
Corey Thomas,606504546652,15/02/83,8976.13
Terri Delgado,889110382475,30/10/77,9835.03
Anthony Jones,129513203324,02/06/92,7800.26
Darrell Schmidt,25310668248,24/11/70,7212.25
Pamela Le,454474667060,22/02/65,8002.78
Ashley Mccoy,498701342700,30/10/99,6445.79
Lindsay Campbell,703509170789,01/02/92,7497.75
Amanda Ford,851403140840,09/10/84,3715.33
Carol Henderson,443262843952,14/01/96,8643.06
Ronald Carrillo,744968773282,30/03/64,5519.76
Lori Martinez,693486035715,04/11/76,3016.56
Ashley Myers,64468222326,19/01/80,3994.34
Brandon Miles,684253090843,07/03/62,3044.04
Heather Howell,976896792495,09/05/72,8687.66
Sarah White,953206197267,28/10/91,3962.23
Rebecca Calhoun,58860535904,05/06/58,4084.9
Brandon Butler,955178785937,10/10/80,9707.28
Karen Haney,167583238852,28/01/64,7510.38
Lori Johnson,340062788521,28/12/57,7959.3
Tyler Sanchez,367339715560,15/01/58,8880.64
Sonya Aguilar,763693232416,29/05/59,5409.09
Jon Gaines,816950165090,02/10/85,8757.29
Betty Black,469174098504,10/10/87,6666.83
Peter Little,768263085448,18/04/63,3466.78
Leah Scott,350730624759,28/12/02,4993.97
Walter Russell,39616929820,09/08/95,8349.12
Michael Powell,201988688515,18/05/73,8665.19
Rhonda Roberts,984767779849,22/07/76,8306.47
Shawn Jackson,404717784276,18/01/79,3770.56
Shaun Thomas,768338712460,22/10/71,6768.55
Jason Ellis,972073165602,04/04/68,6126.05
Tiffany Gomez,827483937513,26/01/61,6109.22
Brian Jones,160164032144,12/05/74,3585.29
Philip Ramirez,480912978013,22/11/02,9794.06
Angela Underwood,168823159471,03/05/84,8649.79
Shannon Reynolds,692385761558,31/03/86,5811.96
Joseph Lane,830082626863,07/08/91,7673.04
Ryan Morgan,891171868370,19/07/95,9159.17
Jessica Graham,118470939311,15/12/03,3759.77
Bryan Gonzalez,636453642444,12/11/73,6214.08
Ryan Lewis,157951882044,14/02/74,7682.29
Kelly Fleming,897827031416,26/05/96,4112.6
Kristi Johnson MD,855917775676,19/03/68,4795.0
Alexis Ball,448403057195,20/09/01,9828.14
Julie Thomas,82529258194,10/05/84,8820.4
Ashlee Sandoval,132868414515,29/06/88,6018.96
Olivia Dennis,937368662486,24/06/72,3820.52
Laura Pacheco,629510295953,17/12/63,5692.61
Benjamin Evans,649539669243,16/03/97,5483.3
Andrew Floyd,760429237769,19/12/87,9302.22
Kimberly Palmer,443844142160,19/03/79,4206.94
Jake Hartman,311567042088,06/07/67,4150.35
Charlene Butler,630489967650,16/04/92,5422.6
Sarah Edwards,578066985287,22/10/74,4536.08
Christopher Johnson,714771293937,25/12/94,3387.19
Victoria Mills,522181193065,19/07/90,8538.9
Larry Flores,832336709242,01/04/03,8239.5
John Calhoun,39462970850,19/10/04,9621.26
John Sanders,285920571686,20/06/74,8584.28
Robert Carr,878517232719,28/09/91,8814.17
Michael Webb,881951972334,10/02/58,3329.56
Sherry Yang,974482626828,29/03/70,5149.81
James James,369787636018,04/11/70,3571.8
Blake Medina,404024428167,20/05/97,9514.76
Donna Greene,739855530898,18/11/93,9175.94
Joseph Ortiz,921043624005,03/07/02,7032.47
Jonathan Wilson,555286758912,19/07/85,6507.31
Willie Mcbride,314711154199,18/10/62,6166.27
Justin Baker,807056477252,31/05/69,6566.87
April Wilson,808588679252,30/04/98,7033.87
Tracy Hammond,624584674752,13/10/80,5951.77
Bradley Ross,834571602958,19/03/71,8825.09
Francisco Park MD,366283953377,23/03/72,4656.91
Steven Rollins,318690695075,03/02/88,4361.05
Kelsey Wu,13377735996,14/01/66,6560.75
Andrew Burke,439549503561,17/11/78,9686.0
Bryan Reid,873927036884,26/05/90,5391.97
Michael Parker,475855732071,26/12/02,8390.17
Sara Cortez,839463989065,05/05/88,5084.26
Matthew Clayton,426026314824,03/07/76,5146.42
Sally Harris DVM,193972078645,12/07/96,5260.96
Christopher Brown,459638282593,13/07/73,8858.73
Timothy Spencer,896612061424,15/02/77,6905.69
Joseph Avila,732042723088,16/05/97,3807.3
Bridget Anderson,122709639367,26/04/96,5055.94
Martin Kelly,409168872335,02/05/80,8733.56
Patricia Brooks,381474961804,03/11/77,5230.26
Patrick Walters,986208500298,08/09/60,7480.48
Kristin Robinson,16344287466,08/02/63,5473.81
Cheryl Horn,951781241118,25/11/80,7341.11
Alexis Moreno,815791571277,08/01/58,6858.4
Aaron Sandoval,286208522375,02/03/73,3492.89
Jacqueline Gardner,310742327138,12/06/89,6164.03
Jose Sullivan,380569212865,04/01/92,7488.01
Maria Paul,220138753857,12/01/66,6914.81
Erin Klein,801610366434,11/04/86,8407.57
David Buckley,132595362948,19/05/02,5311.2
Angelica Morris,209985154493,02/08/03,3604.58
Lori Carter,896289096274,15/11/99,4900.37
Adam Nguyen,665338729020,10/12/99,3627.46
Christopher James,92936383333,09/12/90,8620.47
Mr. Hunter Cunningham,362419365880,26/03/01,4005.79
Andrea Lee,623763150934,20/02/64,8210.47
Andrew Evans,780182010986,02/01/72,7262.28
Jose Perry,379991762576,19/07/83,8945.72
Jodi Bennett,322487835757,28/05/80,4918.64
Tracy Roberts,65693549807,03/05/86,9824.5
Chad Owens,588730944201,22/05/73,7564.99
Ms. Nicole Espinoza DVM,290746272528,04/09/68,4494.78
Megan Sanders,302917361235,09/11/72,6481.36
Kimberly Rasmussen,569529300725,14/07/79,7120.51
Vincent Walls,583613046950,16/07/03,8367.33
Sandra Gordon,484395124456,01/08/73,8503.03
Ethan Garcia,872417353180,02/10/99,6536.1
Jody May,587329595623,25/08/67,7841.25
Sierra Middleton,918442279108,26/10/59,7042.85
Andre Campbell,591337933840,01/04/99,9673.39
Daniel Chandler,580117930359,15/02/84,8961.33
Melissa Martinez,753476095647,12/04/00,9952.79
Paul Bond,125143453927,09/06/92,3667.05
Betty Johnson,964355070703,07/10/81,8205.97
Jocelyn Graham,442112510849,16/03/94,6492.05
Jennifer Gordon,877197389954,25/06/69,8530.54
Leslie Young,115521234258,28/03/73,7184.15
Vincent Taylor,238676132341,14/05/95,4102.28
James Reyes,612572527286,22/05/73,9291.66
Carol Franco,971426692255,05/11/86,5358.27
Sean Rogers,977041148035,29/06/67,8265.08
Shane Orr,326736834932,02/08/94,9104.68
Cole Kirby,14119875833,03/05/66,8784.9
Dana Mcmahon,522920415016,24/08/66,5823.03
Christopher Myers,103054656528,13/07/82,9210.77
April Robinson,541508403256,30/04/59,8281.21
Debra Nelson,117355323341,21/08/91,9223.48
Linda Davis,17058265661,26/10/75,4700.45
Christy Weber,458036706533,11/09/73,8987.9
Angela Hansen,586801977639,22/07/68,8382.68
Chelsea Ashley,769546623496,28/04/67,3608.88
Dustin Glass,136602811331,20/02/63,4794.71
Carlos Brown,758670940448,21/09/64,9504.5
Heather Velazquez,560682492287,21/12/76,8438.47
Thomas Jacobs,376893051442,11/08/60,5968.96
Wendy Gonzalez,247819610595,25/03/99,3758.57
Anna Ballard,697052175969,04/11/74,7697.46
Karen Malone,249081331462,12/05/64,7526.18
Ashley Anderson,899505786243,10/03/05,9896.31
Terri Gallagher,425511085491,21/07/00,5008.8
Kevin Swanson,399541943291,03/08/71,8711.54
James Hoffman,904941114982,23/06/87,3149.65
Patty Bennett,555480476045,19/08/81,4534.98
Crystal Ellis,130030538181,19/03/82,5037.45
Alexander Lowery,581759435412,03/02/02,4608.25
Darlene Faulkner MD,435799836611,13/07/64,7111.04
Daniel Bush,177400926176,12/11/86,9398.92
Vanessa Cunningham,119907506171,22/07/04,9621.42
Victoria Chavez,270172141317,09/06/96,9053.07
Joseph Greene,318610225741,30/05/60,3107.1
Tina Hall,485037743905,27/08/98,4478.79
Jennifer Smith,168391422588,12/12/60,6606.08
Mitchell Hall,26986021037,29/06/80,7144.2
Kristy Contreras,968339522227,24/07/71,9983.6
Patrick Hart,580767243703,07/11/74,7433.55
Lee Boyer,975518441455,27/12/93,3681.47
Jason Humphrey,808129286925,14/12/90,4387.96
Aaron Shaw,961045723279,21/12/92,6675.08
Robert Hicks,355596995643,03/04/67,9008.4
Joseph Molina,850772950740,27/07/96,4571.41
James Rodriguez,572100153777,18/06/03,5898.64
Randy Torres,93350877857,26/07/80,4483.3
Michael Vazquez,303347133901,11/04/58,6208.54
Jeffrey Dawson,223866217046,05/03/92,9182.93
Haley Padilla,292719590250,09/12/00,5749.81
Andrew Hawkins,967541839040,22/06/85,4669.62
Michelle Collins,772639275565,27/03/98,6893.3
Brianna Simon,127843210265,27/08/62,5824.54
Frank Chen,549515093694,03/10/67,5066.44
Colin Hoffman,877750804970,18/10/83,8846.39
Kevin Joseph,251004089107,01/04/72,4897.12
Dr. Meghan Foster MD,868313317854,30/11/71,6476.87
Benjamin Thompson,431985561770,14/05/65,6996.94
Nicholas Johnson,218713075844,25/04/77,3351.59
Lisa Miller,521003780586,07/01/70,6912.72
Jennifer Kline,884883287269,06/12/75,3387.11
Audrey Lawrence,657178138223,25/07/70,7788.01
Jesse Campos,3275696660,29/08/93,5935.64
Jacob Ortiz,99088828178,11/03/88,6019.04
Charles Tate,143964779755,06/02/58,8981.91
Mary Walker,226069166255,03/01/86,3739.2
Francisco Harris,975243675187,07/08/84,7773.54
Joyce Powell,808228566708,09/10/74,6763.44
Tammy Russell,383098568461,08/06/00,5803.99
Michael Jordan,112012895910,30/01/96,5234.75
Jennifer Perez,420541212207,12/03/04,3452.9
Paul Rogers,555803991186,05/10/87,7267.26
Erica Aguirre,863082297915,12/09/89,6094.65
Angela Ferguson,540302843519,19/07/73,7389.47
Tracey Williams,96322747424,22/08/71,8755.2
Walter Vasquez,364540406522,26/07/65,3231.71
Kenneth Hernandez,576145123826,21/11/00,5830.72
Jason Campbell,424745796083,29/10/92,7436.52
Robert Martinez,703973334003,22/11/04,9434.14
Michael Stark,404808345414,17/07/99,4762.0
Kelli Brooks,446040859157,22/03/64,3302.57
Steven Brown,831785480574,04/08/59,9936.03
Sarah Tucker,540554728515,23/01/00,3516.42
Paul Morgan,494822839590,09/02/76,3561.12
Daniel Francis DVM,996291751663,02/09/85,6750.41
Andrea Davis,864286588375,12/04/01,9128.59
Amanda Thomas,64457088483,07/02/75,5006.74
Brenda Barnes,533408901561,16/09/87,8906.25
Brenda Manning,491655575323,25/04/69,3991.61
Samantha Mendez,35552632675,22/09/64,3464.34
Diane Elliott,504551778055,03/02/58,8670.2
Wendy Dalton,741790525187,25/10/92,9696.07
Lisa Cain,534200816889,22/10/65,6636.12
Bridget Wagner,414214670043,05/11/05,5247.13
Jose Watts,858523407931,22/04/65,5583.91
Derrick Petersen,955661772604,31/05/99,8248.86
Jeremy Davis,484383424418,24/08/04,8705.11
Alexander Green,260448028090,14/05/59,6545.32
Charles Pugh,957969400555,09/02/89,8497.79
Glenn Griffin,129588241131,27/07/83,7916.65
William Smith,242036764289,13/03/76,8473.81
Dana White,325685111373,23/07/04,8651.0
Kelly Christian,338898595563,01/09/74,6945.68
Kristina Paul,139890330581,16/01/77,4249.14
Luke Webb,802705953336,05/04/99,4971.48
Caleb Villa,70317955048,25/04/92,6985.59
Aaron Harrington,451476101974,03/08/83,6815.66
Susan Perez,998299133955,23/08/60,5923.07
Derek Floyd,701245667948,10/06/64,3081.43
Ann Gonzalez,768005515630,21/11/02,6549.35
Autumn Morris,999533506222,17/04/98,9755.61
Stephanie Hamilton,936390065957,19/07/00,5377.76
Michelle Gill,715346413608,20/04/66,3311.28
Ann Lester,891278707676,21/10/75,8401.86
Steven Delacruz,419094621682,23/05/95,8677.85
Martin Harris DVM,259801478509,01/09/94,5316.08
Mark Douglas,723442483096,17/05/70,7681.62
Justin Walker,679086951535,26/12/04,4297.17
Nicole Edwards,825012905876,27/01/01,6868.04
Daniel Hudson,557498809164,06/12/86,3787.78
Tracy Bryant,399132260140,24/12/71,6359.11
Jennifer Nguyen,329736499120,26/06/72,5665.39
Erin Thornton,539484484137,09/09/66,8083.04
Alex Mcdaniel,733426347089,27/06/80,6395.73
Rebecca Johnson,189722613650,17/06/70,5463.36
Matthew Gonzalez,42445514042,05/11/72,3105.22
Gregory Carlson,728551037209,29/06/86,4490.8
Edward Ball,251044722290,13/11/69,9949.49
Louis Ayala,518059927156,02/06/84,6740.44
Christopher Barnes,70052879164,04/09/80,6836.08
Mr. Matthew Gonzalez,877605004814,30/01/03,5865.79
Bryan Pace,365176519534,06/01/99,4337.54
David Jackson,343406535979,08/12/92,3706.6
Heather Contreras,198083132130,14/04/98,8901.92
Zachary Sanders,260738141857,30/08/98,3702.31
Eileen Compton,930524631326,06/02/77,3482.78
Nancy Williams,763291591920,04/02/81,3313.23
Ivan Cole,384039581876,21/12/77,3356.83
Philip Sullivan,243427869049,12/04/94,5014.09
Reginald Ortiz,774990048118,09/04/98,4230.83
Brenda Carroll,470733803512,16/04/01,9707.92
Jacob Henderson,465162649308,16/08/93,7312.55
Ashley Perkins,563543165714,23/02/71,4911.64
Michael Walker,804066264517,16/09/64,8045.66
Paul Silva,346071893492,24/12/01,7575.19
Eric Harrell,956754225505,03/09/58,5269.59
Edward Fitzgerald,628944010918,31/03/04,3266.26
Jennifer Martinez,440745832240,30/08/76,9361.57
Robert Hart,892661975614,10/06/68,8431.07
Christopher Cooper,145163594043,18/10/83,5792.06
Amy Bailey,103693880693,29/06/92,6316.5
Todd Coleman,222576036190,26/12/02,6045.0
Robert Tucker,607275165576,24/12/79,3818.24
Autumn Flores,774909231573,07/12/96,5747.87
Deborah Young,714059713982,01/02/78,9842.33
Yolanda Webb,728771073127,31/10/03,7789.64
Charlene Brown,632789974155,25/02/72,8367.58
Allen Williams,952305309929,04/07/87,7239.4
Emily Clark,613188004058,16/09/01,5452.93
Paul Lee,54262608109,12/04/02,5474.84
David Mayer,558847914626,03/03/83,5240.77
Robert Odom,918043866360,31/10/68,6570.52
Daniel Tran,272982447415,23/06/77,4958.21
James Brown,236362454401,14/02/65,3685.46
Juan Galvan,974411287172,10/09/89,7929.38
Autumn Sanchez,90081913888,09/11/04,8486.07
George Brooks,750553144405,03/09/70,3739.86
Amy Watson,443575327318,27/11/57,3704.49
Dr. Matthew Morgan,93194665763,07/01/64,9175.87
Elizabeth Johnson,838387994009,04/05/89,5491.05
Beth Parker,925680292839,06/06/71,4626.79
Jon Perez,251069917472,18/08/70,9614.37
Diana Cooper,558863566757,28/01/81,4212.64
Kevin Fisher,108954721539,23/02/75,9867.8
Deanna Sanders,130348967811,18/09/80,7075.6
Pamela Adams,389950892905,07/11/90,5124.21
Jesus Walker,229318608944,01/07/65,8488.81
Ariel Mosley,634011635249,21/08/67,9444.92
Paula Sanders,719939171475,24/01/78,7587.46
Kristopher Kent,872174961275,04/01/04,5221.68
Charlotte Brown,854270752138,31/03/97,6917.8
Lucas Webb,436739488508,18/07/01,3174.76
Mr. Leslie Woods,296009549835,01/06/72,9728.97
Ian Hernandez,378479677497,04/12/95,3003.79
Eric Miller,831198579822,19/07/85,3418.98
Cheyenne Benson,932567252207,05/07/74,9073.91
Mitchell Peterson,815005368546,25/09/98,4220.57
Anthony Chan,59500394119,31/07/59,7226.63
Ian Nguyen,714280475868,07/06/77,8003.53
Scott Mcdonald,484575425324,14/07/74,3426.48
Amanda Jones,869598718007,11/08/82,4761.87
Kimberly Ramirez,505062697518,18/04/03,6740.03
Kathryn Logan,155946874193,13/05/93,3123.54
Zoe Ray,935644711789,13/09/02,5786.9
Vanessa Bates,636814135781,17/11/99,3440.1
Robert Lyons,51562317229,15/08/73,8293.26
Kimberly Yang,670391137401,05/10/00,3170.49
Dawn Henry,634634623311,19/10/74,4131.79
Sheena Weaver,876019140783,19/12/66,7153.62
Frank Thompson,369469581839,22/07/77,7014.36
Jenny Lewis,397143628184,23/12/94,4514.14
Tracy Green,9298557257,16/06/94,3286.65
Sarah Gray,980614271340,14/09/68,4554.91
Gina Walker,316372469063,16/03/60,5908.38
Diane Moore,75685233770,11/08/74,8525.8
Patricia Myers,861376125455,22/04/80,8957.75
Bryce Cohen,339239012671,13/06/83,9385.83
Richard Bush,733865300559,16/08/86,8163.12
Ethan Mccann,453848180814,23/09/81,9196.71
Jessica Anderson,962781309916,11/11/01,4567.05
Nancy Garcia,969357080387,21/03/00,9743.5
Elizabeth Pena,16456500793,04/10/86,4785.69
Matthew Evans,471725756502,09/03/03,8390.66
Michael Rose,566113362680,07/04/65,8663.37
Kevin Orozco,449841773432,13/07/59,3200.11
Patricia Barron,994047738582,07/11/87,6140.92
Christy Valenzuela,68052590863,13/10/73,3734.38
Richard Cervantes,74599937765,31/12/00,3685.32
Aimee Roberts,514098830241,02/08/90,6361.94
Natalie Miller,802846590333,06/12/73,8567.94
Melissa Chen,341115127885,17/03/62,5407.93
Tyler Jefferson,583489542834,05/04/74,9742.94
Paul Foster,718881223383,27/03/83,9133.95
Christine Pugh,46115843031,07/01/02,7087.91
Jack Jones,663737451444,25/10/93,6550.77
Chase Andrade,175005103123,07/07/94,4258.32
Dalton Griffith,288599809917,17/11/03,8892.88
Linda Singleton,494148522526,27/02/81,6600.54
Jill Taylor,795606601274,27/03/92,7387.41
Dawn Jones,422797011938,12/10/93,8371.91
Jeffrey Cochran,502541476653,19/03/97,4783.37
Brandi Anderson,172480654927,09/07/67,3016.4
Mr. Evan Carpenter,119379960119,09/01/65,5325.79
Samantha Warren,162989684549,09/07/03,4822.42
Alyssa Brown,761983736955,10/11/83,8286.07
Shannon Gibson,438239588976,22/11/66,6567.01
Barbara Roberson,168919985779,25/12/92,9667.44
Natalie Rios,954276039068,22/10/65,6803.38
Samantha Thompson,104350277026,16/06/91,8201.51
Michael Vazquez,889404988550,05/06/63,8209.75
Michael Murphy,964733829710,14/07/04,7794.98
Jose Booker,839893085806,18/10/69,8681.27
Raymond Fowler,829869347364,15/06/77,9156.91
Marcus Vincent,456987448451,31/07/77,6342.88
Karen Castaneda,454484759962,24/01/97,5892.13
Reginald Heath,872323718615,07/11/77,5860.42
Alexander Porter,84241416628,19/12/86,4968.33
Stephanie Foster,737356117245,22/08/86,9703.65
John Watson,58606283839,16/02/71,8903.12
Douglas Cannon,885130161696,24/12/99,8930.29
Henry Hughes,418756762143,11/02/62,5722.49
Michael Perez,848117724859,04/06/78,3796.37
Andrea Mills,384237779634,02/12/99,9524.03
Natalie Smith,284222533071,14/08/86,4778.71
Janet Johnson,951464078983,26/08/85,6287.36
Joann Ortiz,776185763227,19/04/68,4411.29
Brittany Robinson,876056239245,05/11/85,9923.81
Sierra Davis,995154818538,23/07/98,6171.08
Lawrence Burton,170213509642,30/08/64,9280.83
Keith Walker MD,408357832241,29/08/66,8348.63
Megan Shaw,652966375004,07/01/69,9969.39
Douglas Benjamin,941831882492,31/12/81,6810.75
Alyssa Banks,373996762781,27/07/01,4876.03
Judith Tate,122082373353,21/09/88,8158.3
Cheryl Grant,785281236973,10/12/80,3148.23
Tonya Macias,384501118675,26/10/88,5204.43
Andrew Acevedo,910068613530,09/05/89,7475.0
Jonathan Walker,773575908968,03/05/70,5283.88
Kristina Reid,925618351642,29/07/81,5489.55
Steven Melendez,912460456668,06/07/71,5798.55
Nicole Sawyer,969886818739,19/05/95,8845.32
Sarah Jenkins,898599316852,25/09/59,9496.52
Shawn Mejia,263616795718,24/10/84,6206.68
Ashley Ball,294738082996,13/01/02,9202.55
Michael Becker Jr.,416776802564,03/03/64,7625.59
Shelia Evans,600318291902,12/03/85,6941.37
Billy Tate,38905515870,28/10/92,5491.98
Jerry Smith,12815057514,27/10/84,7072.04
Elizabeth Wilson,810959592307,10/08/75,9145.14
Paul Fisher MD,972764571996,13/03/91,4199.4
Dr. Keith Pierce,889814231192,05/12/99,5786.53
Paul Morgan,222305453842,17/11/95,7781.91
Kathleen Curtis,612884191938,22/09/88,5060.54
Scott Sullivan,385069885641,01/01/05,5735.09
Paul Dennis DVM,699264675276,09/11/85,6591.39
Mrs. Kathleen Li,644502777549,03/09/80,8624.57
Jose Hoover,756640539852,02/09/95,4787.28
